epochNum	subjectID	blockNumSrc	blockNumExp	epochStartSample
606	01-05-0014	43	2	164001
611	01-05-0014	52	3	416001
616	01-05-0014	58	4	445001
621	01-05-0014	75	5	462001
626	01-05-0014	83	6	563001
631	01-05-0014	95	7	575001
636	01-05-0014	148	8	1089001
641	01-05-0014	164	9	1105001
646	01-05-0014	170	10	1203001
651	01-05-0015	45	1	167101
656	01-05-0015	62	2	397001
661	01-05-0015	98	3	433001
666	01-05-0015	136	4	609001
671	01-05-0015	218	5	727001
676	01-05-0015	248	6	757001
681	01-05-0015	343	7	1089001
686	01-05-0015	437	8	1417001
691	01-05-0015	531	9	1602001
696	01-05-0015	537	10	1741001
701	01-05-0017	9	1	80001
706	01-05-0017	43	2	114001
711	01-05-0017	86	3	298801
716	01-05-0017	105	4	317801
721	01-05-0017	185	5	766001
726	01-05-0017	308	6	1103001
731	01-05-0017	344	7	1139001
736	01-05-0017	470	8	1265001
741	01-05-0017	509	9	1552001
746	01-05-0017	525	10	1568001
751	01-05-0016	7	1	316001
756	01-05-0016	35	2	1083001
761	01-05-0016	55	3	1120501
766	01-05-0018	29	1	68001
771	01-05-0018	113	2	756601
776	01-05-0018	132	3	775601
781	01-05-0019	53	1	253001
786	01-05-0019	70	2	608001
791	01-05-0019	91	3	629001
796	01-05-0020	9	1	105001
801	01-05-0020	23	2	119001
806	01-05-0020	61	3	634001
811	01-05-0022	18	1	125001
816	01-05-0022	162	2	1135001
821	01-05-0022	207	3	1197001
826	01-05-0023	43	1	328001
831	01-05-0023	86	2	470001
836	01-05-0023	113	3	658001
841	01-05-0024	76	1	498001
846	01-05-0024	125	2	1146001
851	01-05-0024	141	3	1162001
856	01-05-0025	50	1	609801
861	01-05-0025	55	2	736001
866	01-05-0025	94	3	1065001
871	01-05-0002	45	1	434001
876	01-05-0002	74	2	1058001
881	01-05-0002	75	3	1078001
886	01-03-0003	136	1	733001
891	01-03-0003	238	2	922001
896	01-03-0003	312	3	1225001
901	01-03-0004	177	1	686863
906	01-03-0004	280	2	867201
911	01-03-0004	445	3	1286401
916	01-03-0005	117	1	808001
921	01-03-0005	206	2	1343001
926	01-03-0005	243	3	1380001
931	01-03-0007	9	1	235401
936	01-03-0007	30	2	873001
941	01-03-0007	45	3	911001
946	01-03-0008	41	1	536201
951	01-03-0008	105	2	620001
956	01-03-0008	197	3	1249901
961	01-03-0010	38	1	497001
966	01-03-0010	62	2	521001
971	01-03-0010	185	3	1215001
976	01-03-0011	73	1	804001
981	01-03-0011	115	2	866001
986	01-03-0011	211	3	1250001
991	01-03-0015	182	1	672001
996	01-03-0015	254	2	885001
1001	01-03-0015	541	3	1575001
1006	01-03-0020	24	1	155001
1011	01-03-0020	104	2	680001
1016	01-03-0020	117	3	693001
1021	01-03-0021	24	1	526001
1026	01-03-0021	65	2	632001
1031	01-03-0021	105	3	672001
1036	01-03-0022	47	1	612526
1041	01-03-0022	141	2	1184001
1046	01-03-0022	216	3	1470001
1051	01-03-0023	58	1	189001
1056	01-03-0023	82	2	332001
1061	01-03-0023	299	3	900001
1066	01-03-0025	40	1	170001
1071	01-03-0025	115	2	559001
1076	01-03-0025	138	3	582001
1081	01-03-0033	31	1	451001
1086	01-03-0033	162	2	925001
1091	01-03-0033	201	3	1083901
1096	01-03-0034	6	1	119001
1101	01-03-0034	192	2	1517001
1106	01-03-0034	207	3	1726001
1111	01-03-0035	13	1	521201
1116	01-03-0035	31	2	539201
1121	01-03-0035	46	3	990001
1126	01-03-0040	22	1	528001
1131	01-03-0040	48	2	886001
1136	01-03-0040	62	3	947201
1141	01-03-0041	108	1	891801
1146	01-03-0041	127	2	962701
1151	01-03-0041	244	3	1386001
1156	01-03-0042	56	1	1112401
1161	01-03-0042	74	2	1141101
1166	01-03-0042	92	3	1272801
1171	01-03-0044	139	1	533001
1176	01-03-0044	157	2	571001
1181	01-03-0044	276	3	911001
1186	01-03-0045	8	1	379001
1191	01-03-0045	41	2	605001
1196	01-03-0045	167	3	1068001
1201	01-03-0046	36	1	134001
1206	01-03-0046	173	2	674022
1211	01-03-0046	298	3	1127001
1216	01-03-0047	179	1	1248801
1221	01-03-0047	253	2	1484036
1226	01-03-0047	268	3	1499036
1231	01-03-0048	7	1	294001
1236	01-03-0048	19	2	591001
1241	01-03-0048	41	3	613001
1246	01-03-0050	143	1	1054001
1251	01-03-0050	204	2	1115001
1256	01-03-0050	253	3	1164001
1261	01-03-0052	111	1	1100501
1266	01-03-0052	164	2	1278001
1271	01-03-0052	177	3	1291001
1276	01-03-0054	76	1	607001
1281	01-03-0054	143	2	826001
1286	01-03-0054	304	3	1230001
1291	01-03-0057	229	1	1132001
1296	01-03-0057	282	2	1384001
1301	01-03-0057	432	3	1563401
1306	01-03-0059	143	1	1196001
1311	01-03-0059	173	2	1226001
1316	01-03-0059	200	3	1253001
1321	01-04-0002	42	1	582001
1326	01-04-0002	67	2	618301
1331	01-04-0002	104	3	732701
1336	01-04-0003	5	1	126001
1341	01-04-0003	94	2	1116001
1346	01-04-0003	172	3	1230001
1351	01-04-0005	45	1	477601
1356	01-04-0005	182	2	1115001
1361	01-04-0005	259	3	1301001
1366	01-04-0006	8	1	215001
1371	01-04-0006	65	2	660001
1376	01-04-0006	81	3	676001
1381	01-04-0007	11	1	150001
1386	01-04-0007	31	2	180701
1391	01-04-0007	193	3	1115401
1396	01-04-0008	8	1	231001
1401	01-04-0008	54	2	277001
1406	01-04-0008	92	3	468001
1411	01-04-0009	50	1	413001
1416	01-04-0009	250	2	1346601
1421	01-04-0009	292	3	1487001
1426	01-04-0011	69	1	276001
1431	01-04-0011	124	2	524001
1436	01-04-0011	156	3	681001
1441	01-04-0012	17	1	122001
1446	01-04-0012	105	2	599801
1451	01-04-0012	203	3	1060001
1456	01-04-0013	34	1	500001
1461	01-04-0013	54	2	520001
1466	01-04-0013	119	3	802601
1471	01-04-0014	6	1	749001
1476	01-04-0014	95	2	1239001
1481	01-04-0014	118	3	1262001
1486	01-04-0015	23	1	493001
1491	01-04-0015	38	2	677701
1496	01-04-0015	91	3	1024001
1501	01-04-0016	171	1	517001
1506	01-04-0016	375	2	1128001
1511	01-04-0016	402	3	1362001
1516	01-04-0017	3	1	196001
1521	01-04-0017	68	2	630601
1526	01-04-0017	155	3	1251001
1531	01-04-0018	36	1	426401
1536	01-04-0018	58	2	524001
1541	01-04-0018	152	3	1082001
1546	01-04-0019	27	1	152001
1551	01-04-0019	50	2	334601
1556	01-04-0019	73	3	810601
1561	01-04-0020	17	1	276001
1566	01-04-0020	312	2	1381001
1571	01-04-0020	344	3	1413001
1576	01-04-0021	59	1	297001
1581	01-04-0021	99	2	378001
1586	01-04-0021	175	3	1153001
1591	01-04-0022	15	1	330001
1596	01-04-0022	32	2	734001
1601	01-04-0022	56	3	872001
1606	01-04-0023	81	1	703001
1611	01-04-0023	194	2	1196001
1616	01-04-0023	278	3	1358401
1621	01-04-0025	58	1	706001
1626	01-04-0025	86	2	746401
1631	01-04-0025	103	3	780001
1636	01-04-0026	71	1	704001
1641	01-04-0026	102	2	746201
1646	01-04-0026	396	3	1285001
1651	01-04-0028	4	1	253001
1656	01-04-0028	20	2	288001
1661	01-04-0028	113	3	1288001
1666	01-04-0029	257	1	1029401
1671	01-04-0029	297	2	1133001
1676	01-04-0029	405	3	1298001
1681	01-04-0030	19	1	496001
1686	01-04-0030	49	2	769801
1691	01-04-0030	58	3	955001
1696	01-04-0031	16	1	213001
1701	01-04-0031	29	2	418001
1706	01-04-0031	156	3	1190001
1711	01-04-0033	47	1	460001
1716	01-04-0033	187	2	859001
1721	01-04-0033	211	3	933001
1726	01-04-0034	20	1	253001
1731	01-04-0034	87	2	623001
1736	01-04-0034	119	3	655001
1741	01-04-0035	62	1	637001
1746	01-04-0035	120	2	737001
1751	01-04-0035	175	3	876001
1756	01-04-0036	120	1	432201
1761	01-04-0036	155	2	467201
1766	01-04-0036	311	3	876004
1771	01-04-0037	25	1	283401
1776	01-04-0037	79	2	1173001
1781	01-04-0037	90	3	1205801
1786	01-04-0038	86	1	753001
1791	01-04-0038	153	2	820001
1796	01-04-0038	210	3	1066001
1801	01-04-0040	54	1	302001
1806	01-04-0040	417	2	1084001
1811	01-04-0040	449	3	1116001
1816	01-02-0001	94	1	523401
1821	01-02-0001	223	2	1167001
1826	01-02-0001	313	3	1274001
1831	01-02-0002	20	1	94001
1836	01-02-0002	275	2	811001
1841	01-02-0002	379	3	928001
1846	01-02-0003	25	1	263001
1851	01-02-0003	43	2	281001
1856	01-02-0003	81	3	633001
1861	01-02-0004	38	1	63001
1866	01-02-0004	189	2	787001
1871	01-02-0004	247	3	960001
1876	01-02-0005	147	1	714001
1881	01-02-0005	172	2	739001
1886	01-02-0005	187	3	754001
1891	01-02-0006	9	1	121601
1896	01-02-0006	37	2	449801
1901	01-02-0006	107	3	756001
1906	01-02-0010	170	1	1136801
1911	01-02-0010	209	2	1175801
1916	01-02-0010	248	3	1302001
1921	01-02-0011	40	1	135001
1926	01-02-0011	87	2	538001
1931	01-02-0011	223	3	1009001
1936	01-02-0012	28	1	1058432
1941	01-02-0012	59	2	1106001
1946	01-02-0012	79	3	1145001
1951	01-02-0013	50	1	281001
1956	01-02-0013	95	2	721201
1961	01-02-0013	158	3	784201
1966	01-02-0014	65	1	740001
1971	01-02-0014	108	2	814401
1976	01-02-0014	138	3	1020001
1981	01-02-0015	33	1	166001
1986	01-02-0015	45	2	178001
1991	01-02-0015	88	3	669001
1996	01-02-0017	273	1	906601
2001	01-02-0017	410	2	1379001
2006	01-02-0017	425	3	1394001
2011	01-02-0019	130	1	527001
2016	01-02-0019	163	2	691501
2021	01-02-0019	371	3	1140401
