epochNum	EEGVectBlockNum	PSGFilename	startSamples	durationSamples	startSec	durationSec	
67	5	01-05-0001	979533	218	3826.3	0.85	
68	5	01-05-0001	981901	307	3835.55	1.2	
69	5	01-05-0001	984855	161	3847.09	0.63	
70	5	01-05-0001	987684	246	3858.14	0.96	
71	5	01-05-0001	988352	187	3860.75	0.73	
72	6	01-05-0001	2185928	305	8538.78	1.19	
73	6	01-05-0001	2187190	264	8543.71	1.03	
74	6	01-05-0001	2188270	358	8547.93	1.4	
75	6	01-05-0001	2189706	417	8553.54	1.63	
76	6	01-05-0001	2191575	374	8560.84	1.46	
77	6	01-05-0001	2193439	535	8568.12	2.09	
78	6	01-05-0001	2194527	115	8572.37	0.45	
79	6	01-05-0001	2198871	282	8589.34	1.1	
80	6	01-05-0001	2199608	246	8592.22	0.96	
81	6	01-05-0001	2200143	205	8594.31	0.8	
82	6	01-05-0001	2201710	195	8600.43	0.76	
83	6	01-05-0001	2202427	215	8603.23	0.84	
84	6	01-05-0001	2203917	292	8609.05	1.14	
85	6	01-05-0001	2204485	212	8611.27	0.83	
86	6	01-05-0001	2206139	166	8617.73	0.65	
87	6	01-05-0001	2208630	323	8627.46	1.26	
88	6	01-05-0001	2209920	251	8632.5	0.98	
89	6	01-05-0001	2210353	131	8634.19	0.51	
90	6	01-05-0001	2212352	148	8642	0.58	
91	7	01-05-0001	2222945	338	8683.38	1.32	
92	7	01-05-0001	2226644	366	8697.83	1.43	
93	7	01-05-0001	2228014	310	8703.18	1.21	
94	7	01-05-0001	2231759	300	8717.81	1.17	
95	7	01-05-0001	2232312	212	8719.97	0.83	
96	7	01-05-0001	2233416	366	8724.28	1.43	
97	7	01-05-0001	2235791	172	8733.56	0.67	
98	7	01-05-0001	2237519	274	8740.31	1.07	
99	7	01-05-0001	2238239	200	8743.12	0.78	
100	7	01-05-0001	2239639	210	8748.59	0.82	
101	7	01-05-0001	2239887	115	8749.56	0.45	
102	7	01-05-0001	2240033	366	8750.13	1.43	
103	7	01-05-0001	2240714	297	8752.79	1.16	
104	7	01-05-0001	2241695	297	8756.62	1.16	
105	7	01-05-0001	2242708	256	8760.58	1	
106	7	01-05-0001	2244283	445	8766.73	1.74	
107	7	01-05-0001	2245624	246	8771.97	0.96	
108	7	01-05-0001	2248837	182	8784.52	0.71	
109	7	01-05-0001	2249772	172	8788.17	0.67	
110	7	01-05-0001	2251177	159	8793.66	0.62	
111	8	01-05-0001	2255616	230	8811	0.9	
112	8	01-05-0001	2256763	456	8815.48	1.78	
113	8	01-05-0001	2259451	302	8825.98	1.18	
114	8	01-05-0001	2260703	420	8830.87	1.64	
115	8	01-05-0001	2262060	243	8836.17	0.95	
116	8	01-05-0001	2267082	335	8855.79	1.31	
117	8	01-05-0001	2267758	548	8858.43	2.14	
118	8	01-05-0001	2270346	230	8868.54	0.9	
119	8	01-05-0001	2271473	361	8872.94	1.41	
120	8	01-05-0001	2274045	261	8882.99	1.02	
121	8	01-05-0001	2274819	192	8886.01	0.75	
122	8	01-05-0001	2275589	161	8889.02	0.63	
123	8	01-05-0001	2277980	187	8898.36	0.73	
124	8	01-05-0001	2283177	218	8918.66	0.85	
125	8	01-05-0001	2283948	348	8921.67	1.36	
126	9	01-05-0001	2329884	461	9101.11	1.8	
127	9	01-05-0001	2333425	236	9114.94	0.92	
128	9	01-05-0001	2335598	274	9123.43	1.07	
129	9	01-05-0001	2336980	108	9128.83	0.42	
130	9	01-05-0001	2337385	200	9130.41	0.78	
131	9	01-05-0001	2337964	407	9132.67	1.59	
132	9	01-05-0001	2339651	573	9139.26	2.24	
133	9	01-05-0001	2341266	445	9145.57	1.74	
134	9	01-05-0001	2342495	307	9150.37	1.2	
135	9	01-05-0001	2343849	179	9155.66	0.7	
136	9	01-05-0001	2344801	246	9159.38	0.96	
137	9	01-05-0001	2345853	402	9163.49	1.57	
138	9	01-05-0001	2346970	525	9167.85	2.05	
139	9	01-05-0001	2348216	307	9172.72	1.2	
140	9	01-05-0001	2351828	233	9186.83	0.91	
141	9	01-05-0001	2357210	187	9207.85	0.73	
142	9	01-05-0001	2357811	164	9210.2	0.64	
143	10	01-05-0001	2363384	599	9231.97	2.34	
144	10	01-05-0001	2364867	407	9237.76	1.59	
145	10	01-05-0001	2366006	366	9242.21	1.43	
146	10	01-05-0001	2368074	302	9250.29	1.18	
147	10	01-05-0001	2371484	515	9263.61	2.01	
148	10	01-05-0001	2373245	317	9270.49	1.24	
149	10	01-05-0001	2373627	297	9271.98	1.16	
150	10	01-05-0001	2377516	315	9287.17	1.23	
151	10	01-05-0001	2379284	251	9294.08	0.98	
152	10	01-05-0001	2380716	192	9299.67	0.75	
153	10	01-05-0001	2381944	264	9304.47	1.03	
154	10	01-05-0001	2385713	172	9319.19	0.67	
155	10	01-05-0001	2390825	200	9339.16	0.78	
156	10	01-05-0001	2392005	238	9343.77	0.93	
157	11	01-05-0003	97777	141	381.94	0.55	
158	11	01-05-0003	113833	392	444.66	1.53	
159	11	01-05-0003	115011	218	449.26	0.85	
160	11	01-05-0003	117752	215	459.97	0.84	
161	11	01-05-0003	121449	143	474.41	0.56	
162	11	01-05-0003	124129	215	484.88	0.84	
163	11	01-05-0003	125691	166	490.98	0.65	
164	12	01-05-0003	1304020	225	5093.83	0.88	
165	12	01-05-0003	1304883	397	5097.2	1.55	
166	12	01-05-0003	1307208	115	5106.28	0.45	
167	12	01-05-0003	1308918	182	5112.96	0.71	
168	12	01-05-0003	1310085	156	5117.52	0.61	
169	12	01-05-0003	1311242	392	5122.04	1.53	
170	12	01-05-0003	1328108	125	5187.92	0.49	
171	12	01-05-0003	1329659	328	5193.98	1.28	
172	13	01-05-0003	1496207	197	5844.56	0.77	
173	13	01-05-0003	1514161	82	5914.69	0.32	
174	13	01-05-0003	1517302	246	5926.96	0.96	
175	14	01-05-0003	1628421	266	6361.02	1.04	
176	14	01-05-0003	1629734	351	6366.15	1.37	
177	14	01-05-0003	1631009	333	6371.13	1.3	
178	14	01-05-0003	1632479	343	6376.87	1.34	
179	14	01-05-0003	1633674	348	6381.54	1.36	
180	14	01-05-0003	1635026	202	6386.82	0.79	
181	14	01-05-0003	1636846	179	6393.93	0.7	
182	14	01-05-0003	1638188	632	6399.17	2.47	
183	14	01-05-0003	1641961	402	6413.91	1.57	
184	14	01-05-0003	1644564	302	6424.08	1.18	
185	14	01-05-0003	1646100	335	6430.08	1.31	
186	14	01-05-0003	1647539	146	6435.7	0.57	
187	14	01-05-0003	1649211	269	6442.23	1.05	
188	14	01-05-0003	1651218	376	6450.07	1.47	
189	15	01-05-0003	1686223	335	6586.81	1.31	
190	15	01-05-0003	1688712	182	6596.53	0.71	
191	15	01-05-0003	1691635	323	6607.95	1.26	
192	15	01-05-0003	1692639	402	6611.87	1.57	
193	15	01-05-0003	1693704	305	6616.03	1.19	
194	15	01-05-0003	1695209	415	6621.91	1.62	
195	15	01-05-0003	1697674	84	6631.54	0.33	
196	15	01-05-0003	1697777	310	6631.94	1.21	
197	15	01-05-0003	1699159	246	6637.34	0.96	
198	15	01-05-0003	1703291	236	6653.48	0.92	
199	15	01-05-0003	1704161	253	6656.88	0.99	
200	15	01-05-0003	1705124	205	6660.64	0.8	
201	15	01-05-0003	1707213	192	6668.8	0.75	
202	15	01-05-0003	1708142	328	6672.43	1.28	
203	15	01-05-0003	1709548	399	6677.92	1.56	
204	15	01-05-0003	1710984	256	6683.53	1	
205	15	01-05-0003	1712136	143	6688.03	0.56	
206	15	01-05-0003	1713539	123	6693.51	0.48	
207	16	01-05-0003	1737403	215	6786.73	0.84	
208	16	01-05-0003	1739018	192	6793.04	0.75	
209	16	01-05-0003	1740247	433	6797.84	1.69	
210	16	01-05-0003	1741960	87	6804.53	0.34	
211	16	01-05-0003	1744893	102	6815.99	0.4	
212	16	01-05-0003	1748767	118	6831.12	0.46	
213	16	01-05-0003	1749865	195	6835.41	0.76	
214	16	01-05-0003	1751949	253	6843.55	0.99	
215	16	01-05-0003	1752965	164	6847.52	0.64	
216	16	01-05-0003	1758211	320	6868.01	1.25	
217	17	01-05-0003	1827218	228	7137.57	0.89	
218	17	01-05-0003	1835497	315	7169.91	1.23	
219	17	01-05-0003	1836823	276	7175.09	1.08	
220	17	01-05-0003	1849034	353	7222.79	1.38	
221	18	01-05-0003	1865116	179	7285.61	0.7	
222	18	01-05-0003	1872287	210	7313.62	0.82	
223	18	01-05-0003	1873981	125	7320.24	0.49	
224	18	01-05-0003	1875589	205	7326.52	0.8	
225	18	01-05-0003	1876782	136	7331.18	0.53	
226	18	01-05-0003	1887109	228	7371.52	0.89	
227	19	01-05-0003	2186255	259	8540.06	1.01	
228	19	01-05-0003	2187164	220	8543.61	0.86	
229	19	01-05-0003	2188160	138	8547.5	0.54	
230	19	01-05-0003	2189757	338	8553.74	1.32	
231	19	01-05-0003	2197788	300	8585.11	1.17	
232	19	01-05-0003	2199212	287	8590.67	1.12	
233	19	01-05-0003	2202967	348	8605.34	1.36	
234	19	01-05-0003	2206047	187	8617.37	0.73	
235	19	01-05-0003	2208430	230	8626.68	0.9	
236	20	01-05-0003	2241544	200	8756.03	0.78	
237	20	01-05-0003	2242842	294	8761.1	1.15	
238	20	01-05-0003	2246474	264	8775.29	1.03	
239	20	01-05-0003	2248699	310	8783.98	1.21	
240	20	01-05-0003	2253980	210	8804.61	0.82	
241	20	01-05-0003	2255101	238	8808.99	0.93	
242	20	01-05-0003	2262697	205	8838.66	0.8	
243	20	01-05-0003	2263698	210	8842.57	0.82	
244	21	01-05-0004	426545	84	1666.19	0.33	
245	21	01-05-0004	435909	110	1702.77	0.43	
246	21	01-05-0004	438106	131	1711.35	0.51	
247	21	01-05-0004	440468	184	1720.58	0.72	
248	21	01-05-0004	441800	95	1725.78	0.37	
249	21	01-05-0004	453376	138	1771	0.54	
250	22	01-05-0004	475748	154	1858.39	0.6	
251	22	01-05-0004	480138	115	1875.54	0.45	
252	22	01-05-0004	496415	131	1939.12	0.51	
253	24	01-05-0004	829312	184	3239.5	0.72	
254	24	01-05-0004	847363	146	3310.01	0.57	
255	25	01-05-0004	1786286	108	6977.68	0.42	
256	25	01-05-0004	1787372	131	6981.92	0.51	
257	26	01-05-0004	2003156	146	7824.83	0.57	
258	27	01-05-0004	2063460	146	8060.39	0.57	
259	27	01-05-0004	2064404	248	8064.08	0.97	
260	27	01-05-0004	2073377	225	8099.13	0.88	
261	27	01-05-0004	2074747	151	8104.48	0.59	
262	27	01-05-0004	2075517	154	8107.49	0.6	
263	27	01-05-0004	2080919	125	8128.59	0.49	
264	28	01-05-0004	2141903	100	8366.81	0.39	
265	29	01-05-0004	2329375	192	9099.12	0.75	
266	30	01-05-0004	3714199	113	14508.59	0.44	
267	30	01-05-0004	3715354	161	14513.1	0.63	
268	30	01-05-0004	3716595	253	14517.95	0.99	
269	30	01-05-0004	3720681	246	14533.91	0.96	
270	30	01-05-0004	3727608	210	14560.97	0.82	
271	30	01-05-0004	3733007	143	14582.06	0.56	
272	31	01-05-0005	528015	108	2062.56	0.42	
273	31	01-05-0005	536750	102	2096.68	0.4	
274	31	01-05-0005	541396	169	2114.83	0.66	
275	31	01-05-0005	541596	97	2115.61	0.38	
276	31	01-05-0005	550689	210	2151.13	0.82	
277	32	01-05-0005	581425	348	2271.19	1.36	
278	32	01-05-0005	586944	136	2292.75	0.53	
279	32	01-05-0005	589222	246	2301.65	0.96	
280	32	01-05-0005	592609	136	2314.88	0.53	
281	32	01-05-0005	593871	182	2319.81	0.71	
282	33	01-05-0005	772716	210	3018.42	0.82	
283	33	01-05-0005	781811	82	3053.95	0.32	
284	33	01-05-0005	782876	184	3058.11	0.72	
285	33	01-05-0005	786138	182	3070.85	0.71	
286	34	01-05-0005	966909	256	3776.99	1	
287	34	01-05-0005	968051	253	3781.45	0.99	
288	34	01-05-0005	976689	192	3815.19	0.75	
289	34	01-05-0005	980943	297	3831.81	1.16	
290	34	01-05-0005	981921	243	3835.63	0.95	
291	34	01-05-0005	984084	125	3844.08	0.49	
292	35	01-05-0005	2120307	348	8282.45	1.36	
293	35	01-05-0005	2121597	435	8287.49	1.7	
294	35	01-05-0005	2123185	233	8293.69	0.91	
295	35	01-05-0005	2130455	246	8322.09	0.96	
296	35	01-05-0005	2133709	305	8334.8	1.19	
297	35	01-05-0005	2141043	179	8363.45	0.7	
298	35	01-05-0005	2142410	174	8368.79	0.68	
299	35	01-05-0005	2146918	212	8386.4	0.83	
300	35	01-05-0005	2147973	266	8390.52	1.04	
301	36	01-05-0005	2322440	315	9072.03	1.23	
302	36	01-05-0005	2323658	154	9076.79	0.6	
303	36	01-05-0005	2326615	151	9088.34	0.59	
304	36	01-05-0005	2328067	143	9094.01	0.56	
305	36	01-05-0005	2329766	172	9100.65	0.67	
306	36	01-05-0005	2330358	138	9102.96	0.54	
307	36	01-05-0005	2330655	108	9104.12	0.42	
308	36	01-05-0005	2332024	187	9109.47	0.73	
309	36	01-05-0005	2332744	261	9112.28	1.02	
310	36	01-05-0005	2338068	225	9133.08	0.88	
311	36	01-05-0005	2340536	310	9142.72	1.21	
312	36	01-05-0005	2342287	164	9149.56	0.64	
313	37	01-05-0005	2719250	369	10622.07	1.44	
314	37	01-05-0005	2722824	148	10636.03	0.58	
315	37	01-05-0005	2730693	177	10666.77	0.69	
316	37	01-05-0005	2732035	197	10672.01	0.77	
317	37	01-05-0005	2732698	248	10674.6	0.97	
318	37	01-05-0005	2737462	276	10693.21	1.08	
319	37	01-05-0005	2739692	346	10701.92	1.35	
320	37	01-05-0005	2747484	325	10732.36	1.27	
321	38	01-05-0005	2853345	79	11145.88	0.31	
322	38	01-05-0005	2858237	143	11164.99	0.56	
323	38	01-05-0005	2860383	161	11173.37	0.63	
324	38	01-05-0005	2864143	338	11188.06	1.32	
325	38	01-05-0005	2864904	425	11191.03	1.66	
326	38	01-05-0005	2865582	82	11193.68	0.32	
327	38	01-05-0005	2867203	102	11200.01	0.4	
328	38	01-05-0005	2868772	92	11206.14	0.36	
329	38	01-05-0005	2868913	87	11206.69	0.34	
330	38	01-05-0005	2869816	202	11210.22	0.79	
331	39	01-05-0005	3006100	87	11742.58	0.34	
332	39	01-05-0005	3009697	138	11756.63	0.54	
333	39	01-05-0005	3011899	148	11765.23	0.58	
334	39	01-05-0005	3018307	113	11790.26	0.44	
335	39	01-05-0005	3019832	131	11796.22	0.51	
336	39	01-05-0005	3021852	253	11804.11	0.99	
337	40	01-05-0005	3423124	131	13371.58	0.51	
338	40	01-05-0005	3427799	164	13389.84	0.64	
339	40	01-05-0005	3428229	289	13391.52	1.13	
340	40	01-05-0005	3429228	269	13395.42	1.05	
341	40	01-05-0005	3433513	108	13412.16	0.42	
342	40	01-05-0005	3439380	90	13435.08	0.35	
343	40	01-05-0005	3443069	148	13449.49	0.58	
344	40	01-05-0005	3445253	302	13458.02	1.18	
345	40	01-05-0005	3446817	79	13464.13	0.31	
346	40	01-05-0005	3447951	223	13468.56	0.87	
347	40	01-05-0005	3449436	325	13474.36	1.27	
348	40	01-05-0005	3451325	136	13481.74	0.53	
349	41	01-05-0006	1796744	113	7018.53	0.44	
350	41	01-05-0006	1801124	302	7035.64	1.18	
351	41	01-05-0006	1801851	333	7038.48	1.3	
352	41	01-05-0006	1805015	200	7050.84	0.78	
353	41	01-05-0006	1806554	259	7056.85	1.01	
354	41	01-05-0006	1808036	182	7062.64	0.71	
355	41	01-05-0006	1811919	297	7077.81	1.16	
356	41	01-05-0006	1812790	246	7081.21	0.96	
357	41	01-05-0006	1815086	125	7090.18	0.49	
358	41	01-05-0006	1815252	207	7090.83	0.81	
359	41	01-05-0006	1816425	202	7095.41	0.79	
360	41	01-05-0006	1817341	154	7098.99	0.6	
361	42	01-05-0006	1845018	200	7207.1	0.78	
362	42	01-05-0006	1846200	187	7211.72	0.73	
363	42	01-05-0006	1847396	177	7216.39	0.69	
364	42	01-05-0006	1847729	118	7217.69	0.46	
365	42	01-05-0006	1848876	420	7222.17	1.64	
366	42	01-05-0006	1852513	102	7236.38	0.4	
367	42	01-05-0006	1854131	271	7242.7	1.06	
368	42	01-05-0006	1856212	205	7250.83	0.8	
369	42	01-05-0006	1860554	292	7267.79	1.14	
370	42	01-05-0006	1863017	125	7277.41	0.49	
371	42	01-05-0006	1863677	184	7279.99	0.72	
372	42	01-05-0006	1868659	172	7299.45	0.67	
373	42	01-05-0006	1872433	210	7314.19	0.82	
374	43	01-05-0006	1907295	133	7450.37	0.52	
375	43	01-05-0006	1909279	287	7458.12	1.12	
376	43	01-05-0006	1910600	422	7463.28	1.65	
377	43	01-05-0006	1915075	228	7480.76	0.89	
378	43	01-05-0006	1916232	259	7485.28	1.01	
379	43	01-05-0006	1918728	392	7495.03	1.53	
380	43	01-05-0006	1922568	120	7510.03	0.47	
381	43	01-05-0006	1924662	415	7518.21	1.62	
382	43	01-05-0006	1930258	136	7540.07	0.53	
383	43	01-05-0006	1931963	184	7546.73	0.72	
384	43	01-05-0006	1933064	248	7551.03	0.97	
385	43	01-05-0006	1933645	177	7553.3	0.69	
386	44	01-05-0006	2036626	241	7955.57	0.94	
387	44	01-05-0006	2036895	179	7956.62	0.7	
388	44	01-05-0006	2041544	236	7974.78	0.92	
389	44	01-05-0006	2044644	197	7986.89	0.77	
390	44	01-05-0006	2047905	259	7999.63	1.01	
391	44	01-05-0006	2051075	161	8012.01	0.63	
392	44	01-05-0006	2055974	238	8031.15	0.93	
393	44	01-05-0006	2056315	210	8032.48	0.82	
394	44	01-05-0006	2058135	97	8039.59	0.38	
395	44	01-05-0006	2060186	256	8047.6	1	
396	45	01-05-0006	2611208	154	10200.03	0.6	
397	45	01-05-0006	2611420	230	10200.86	0.9	
398	45	01-05-0006	2611707	100	10201.98	0.39	
399	45	01-05-0006	2613023	212	10207.12	0.83	
400	45	01-05-0006	2617280	289	10223.75	1.13	
401	45	01-05-0006	2618598	371	10228.9	1.45	
402	45	01-05-0006	2619392	294	10232	1.15	
403	45	01-05-0006	2620984	292	10238.22	1.14	
404	45	01-05-0006	2623393	289	10247.63	1.13	
405	45	01-05-0006	2624694	335	10252.71	1.31	
406	45	01-05-0006	2626975	248	10261.62	0.97	
407	45	01-05-0006	2628564	279	10267.83	1.09	
408	45	01-05-0006	2629402	276	10271.1	1.08	
409	45	01-05-0006	2630600	215	10275.78	0.84	
410	45	01-05-0006	2634496	340	10291	1.33	
411	45	01-05-0006	2636285	320	10297.99	1.25	
412	46	01-05-0006	3101998	184	12117.18	0.72	
413	46	01-05-0006	3102833	236	12120.44	0.92	
414	46	01-05-0006	3104502	179	12126.96	0.7	
415	46	01-05-0006	3106609	123	12135.19	0.48	
416	46	01-05-0006	3113224	333	12161.03	1.3	
417	46	01-05-0006	3114260	461	12165.08	1.8	
418	46	01-05-0006	3117320	246	12177.03	0.96	
419	46	01-05-0006	3123228	100	12200.11	0.39	
420	47	01-05-0006	3150021	195	12304.77	0.76	
421	47	01-05-0006	3150262	90	12305.71	0.35	
422	47	01-05-0006	3156070	166	12328.4	0.65	
423	47	01-05-0006	3157499	195	12333.98	0.76	
424	47	01-05-0006	3159273	87	12340.91	0.34	
425	47	01-05-0006	3160520	197	12345.78	0.77	
426	47	01-05-0006	3161454	351	12349.43	1.37	
427	47	01-05-0006	3163612	287	12357.86	1.12	
428	47	01-05-0006	3165240	128	12364.22	0.5	
429	47	01-05-0006	3168284	561	12376.11	2.19	
430	47	01-05-0006	3170683	174	12385.48	0.68	
431	47	01-05-0006	3172268	284	12391.67	1.11	
432	47	01-05-0006	3174113	133	12398.88	0.52	
433	48	01-05-0006	3728325	138	14563.77	0.54	
434	48	01-05-0006	3730020	366	14570.39	1.43	
435	48	01-05-0006	3733130	228	14582.54	0.89	
436	48	01-05-0006	3735931	84	14593.48	0.33	
437	48	01-05-0006	3737303	351	14598.84	1.37	
438	48	01-05-0006	3739999	187	14609.37	0.73	
439	48	01-05-0006	3742822	215	14620.4	0.84	
440	48	01-05-0006	3744663	154	14627.59	0.6	
441	49	01-05-0006	3811640	433	14889.22	1.69	
442	49	01-05-0006	3812439	125	14892.34	0.49	
443	49	01-05-0006	3813494	353	14896.46	1.38	
444	49	01-05-0006	3816384	125	14907.75	0.49	
445	49	01-05-0006	3818877	323	14917.49	1.26	
446	49	01-05-0006	3819843	212	14921.26	0.83	
447	49	01-05-0006	3821844	177	14929.08	0.69	
448	49	01-05-0006	3822843	379	14932.98	1.48	
449	49	01-05-0006	3825682	394	14944.07	1.54	
450	49	01-05-0006	3826970	269	14949.1	1.05	
451	49	01-05-0006	3828636	466	14955.61	1.82	
452	49	01-05-0006	3830392	328	14962.47	1.28	
453	49	01-05-0006	3832305	82	14969.94	0.32	
454	50	01-05-0006	3879813	125	15155.52	0.49	
455	50	01-05-0006	3880461	156	15158.05	0.61	
456	50	01-05-0006	3883738	466	15170.85	1.82	
457	50	01-05-0006	3884275	481	15172.95	1.88	
458	50	01-05-0006	3886380	223	15181.17	0.87	
459	50	01-05-0006	3888205	300	15188.3	1.17	
460	50	01-05-0006	3889137	333	15191.94	1.3	
461	50	01-05-0006	3890220	466	15196.17	1.82	
462	50	01-05-0006	3891487	261	15201.12	1.02	
463	50	01-05-0006	3894684	251	15213.61	0.98	
464	50	01-05-0006	3895672	205	15217.47	0.8	
465	50	01-05-0006	3897080	279	15222.97	1.09	
466	50	01-05-0006	3898627	218	15229.01	0.85	
467	50	01-05-0006	3899520	251	15232.5	0.98	
468	50	01-05-0006	3903002	297	15246.1	1.16	
469	50	01-05-0006	3903560	177	15248.28	0.69	
470	50	01-05-0006	3906563	415	15260.01	1.62	
471	51	01-05-0007	1799332	146	7028.64	0.57	
472	51	01-05-0007	1811466	113	7076.04	0.44	
473	51	01-05-0007	1817705	192	7100.41	0.75	
474	52	01-05-0007	1973440	123	7708.75	0.48	
475	52	01-05-0007	1974500	184	7712.89	0.72	
476	52	01-05-0007	1978179	131	7727.26	0.51	
477	52	01-05-0007	1980716	118	7737.17	0.46	
478	52	01-05-0007	1981750	138	7741.21	0.54	
479	52	01-05-0007	1984169	123	7750.66	0.48	
480	52	01-05-0007	1985697	195	7756.63	0.76	
481	52	01-05-0007	1986803	125	7760.95	0.49	
482	52	01-05-0007	1990221	90	7774.3	0.35	
483	52	01-05-0007	1997071	113	7801.06	0.44	
484	53	01-05-0007	2034836	230	7948.58	0.9	
485	53	01-05-0007	2041347	148	7974.01	0.58	
486	53	01-05-0007	2044278	251	7985.46	0.98	
487	53	01-05-0007	2046052	212	7992.39	0.83	
488	53	01-05-0007	2052124	128	8016.11	0.5	
489	53	01-05-0007	2054776	161	8026.47	0.63	
490	53	01-05-0007	2058094	179	8039.43	0.7	
491	54	01-05-0007	2283827	125	8921.2	0.49	
492	54	01-05-0007	2286536	108	8931.78	0.42	
493	54	01-05-0007	2290289	166	8946.44	0.65	
494	54	01-05-0007	2292493	182	8955.05	0.71	
495	54	01-05-0007	2294175	200	8961.62	0.78	
496	54	01-05-0007	2298580	271	8978.83	1.06	
497	54	01-05-0007	2301274	261	8989.35	1.02	
498	54	01-05-0007	2303296	264	8997.25	1.03	
499	54	01-05-0007	2306084	195	9008.14	0.76	
500	54	01-05-0007	2306977	125	9011.63	0.49	
501	54	01-05-0007	2308636	343	9018.11	1.34	
502	54	01-05-0007	2309204	302	9020.33	1.18	
503	55	01-05-0007	2837115	279	11082.48	1.09	
504	55	01-05-0007	2847025	207	11121.19	0.81	
505	55	01-05-0007	2851210	236	11137.54	0.92	
506	55	01-05-0007	2852787	251	11143.7	0.98	
507	55	01-05-0007	2857582	218	11162.43	0.85	
508	55	01-05-0007	2859446	161	11169.71	0.63	
509	56	01-05-0007	2941258	210	11489.29	0.82	
510	56	01-05-0007	2941852	172	11491.61	0.67	
511	56	01-05-0007	2943124	236	11496.58	0.92	
512	56	01-05-0007	2944356	212	11501.39	0.83	
513	56	01-05-0007	2945651	256	11506.45	1	
514	56	01-05-0007	2948027	417	11515.73	1.63	
515	56	01-05-0007	2948987	143	11519.48	0.56	
516	56	01-05-0007	2949962	177	11523.29	0.69	
517	56	01-05-0007	2952858	138	11534.6	0.54	
518	56	01-05-0007	2954112	307	11539.5	1.2	
519	56	01-05-0007	2954685	79	11541.74	0.31	
520	56	01-05-0007	2954903	102	11542.59	0.4	
